gender,areacode,city,state,zip,maritalstatus,haschild,salary,rate,singleexemp,marriedexemp,childexemp
F,307,VETERAN,WY,82243,S,N,70000,0.0,0,0,0
M,939,SAN-JUAN,PR,931,S,Y,80000,0.0,0,0,0
F,307,TETON-VILLAGE,WY,83025,M,N,55000,0.0,0,0,0
F,401,PEACE-DALE,RI,2883,M,Y,60000,0.0,0,0,0
F,808,EWA-BEACH,HI,96706,S,Y,5000,1.9407895,1040,0,1040
M,808,FORT-SHAFTER,HI,96858,S,Y,75000,8.25,1040,0,1040
F,302,FREDERICA,DE,19946,M,Y,80000,5.95,0,220,110
M,302,DAGSBORO,DE,19939,M,Y,25000,3.5636363,0,220,110
F,939,TOA-BAJA,PR,950,S,N,100000,0.0,0,0,0
M,939,CAROLINA,PR,988,M,N,65000,0.0,0,0,0
F,302,WILMINGTON,DE,19810,M,Y,30000,3.9045453,0,220,110
F,302,MILFORD,DE,19963,M,N,85000,5.95,0,220,0
M,302,HOUSTON,DE,19954,M,N,55000,5.609091,0,220,0
F,302,BETHEL,DE,19931,M,Y,55000,5.609091,0,220,110
F,939,ADJUNTAS,PR,601,S,Y,65000,0.0,0,0,0
F,808,HONOLULU,HI,96844,S,Y,40000,8.25,1040,0,1040
F,302,WILMINGTON,DE,19805,S,Y,45000,4.9272730000000005,110,0,110
M,307,ENCAMPMENT,WY,82325,M,N,70000,0.0,0,0,0
M,401,PROVIDENCE,RI,2909,M,N,90000,0.0,0,0,0
M,302,DOVER,DE,19903,M,N,5000,2.2,0,220,0
F,808,HAWI,HI,96719,S,Y,85000,8.25,1040,0,1040
M,401,PROVIDENCE,RI,2912,M,Y,20000,0.0,0,0,0
M,435,SALT-LAKE-CITY,UT,84157,S,Y,25000,7.0,2475,0,2475
F,808,LANAI-CITY,HI,96763,S,N,55000,8.25,1040,0,0
M,302,OCEAN-VIEW,DE,19970,M,Y,70000,5.95,0,220,110
M,302,WILMINGTON,DE,19886,M,Y,45000,4.9272730000000005,0,220,110
M,302,MAGNOLIA,DE,19962,S,Y,10000,2.540909,110,0,110
M,401,WARWICK,RI,2887,M,N,45000,0.0,0,0,0
F,808,CAPTAIN-COOK,HI,96704,M,N,90000,8.25,0,2080,0
F,401,RUMFORD,RI,2916,M,Y,5000,0.0,0,0,0
M,401,HOPKINTON,RI,2833,S,Y,40000,0.0,0,0,0
M,401,PROVIDENCE,RI,2908,S,N,10000,0.0,0,0,0
F,505,ALBUQUERQUE,NM,87192,S,Y,50000,5.3,3300,0,3300
F,802,BROOKFIELD,VT,5036,M,Y,90000,4.7957172,0,6600,3300
M,401,ASHAWAY,RI,2804,M,Y,30000,0.0,0,0,0
M,401,RIVERSIDE,RI,2915,M,N,35000,0.0,0,0,0
M,401,FORESTDALE,RI,2824,M,Y,10000,0.0,0,0,0
F,787,TOA-BAJA,PR,950,M,N,50000,0.0,0,0,0
M,302,WILMINGTON,DE,19896,M,Y,45000,4.9272730000000005,0,220,110
F,302,BETHEL,DE,19931,S,Y,55000,5.609091,110,0,110
M,808,KUNIA,HI,96759,M,N,100000,8.25,0,2080,0
M,939,GURABO,PR,778,M,N,65000,0.0,0,0,0
M,401,WEST-WARWICK,RI,2893,S,N,80000,0.0,0,0,0
M,302,WILMINGTON,DE,19805,S,Y,80000,5.95,110,0,110
M,939,GUAYNABO,PR,966,M,Y,100000,0.0,0,0,0
M,808,HONOLULU,HI,96815,S,Y,45000,8.25,1040,0,1040
F,401,WEST-KINGSTON,RI,2892,M,N,35000,0.0,0,0,0
M,939,MAUNABO,PR,707,S,Y,25000,0.0,0,0,0
F,808,PAPAIKOU,HI,96781,M,Y,35000,7.348684299999999,0,2080,1040
M,401,NORTH-KINGSTOWN,RI,2852,S,Y,30000,0.0,0,0,0
M,401,WEST-WARWICK,RI,2893,S,N,90000,0.0,0,0,0
F,401,NORTH-SMITHFIELD,RI,2896,S,Y,65000,0.0,0,0,0
F,401,MIDDLETOWN,RI,2842,S,Y,75000,0.0,0,0,0
M,939,SAN-JUAN,PR,931,S,N,90000,0.0,0,0,0
M,939,LAS-PIEDRAS,PR,771,S,N,25000,0.0,0,0,0
F,401,NORTH-KINGSTOWN,RI,2854,M,Y,35000,0.0,0,0,0
F,401,EAST-GREENWICH,RI,2818,S,Y,85000,0.0,0,0,0
M,401,LITTLE-COMPTON,RI,2837,M,N,60000,0.0,0,0,0
M,302,SELBYVILLE,DE,19975,M,N,65000,5.95,0,220,0
M,787,COMERIO,PR,782,S,Y,15000,0.0,0,0,0
F,939,JUANA-DIAZ,PR,795,S,Y,70000,0.0,0,0,0
M,302,FRANKFORD,DE,19945,M,N,35000,4.2454550000000015,0,220,0
M,401,PROVIDENCE,RI,2904,M,N,85000,0.0,0,0,0
M,302,NEWARK,DE,19702,S,Y,80000,5.95,110,0,110
F,787,BAYAMON,PR,958,M,Y,100000,0.0,0,0,0
M,401,BRISTOL,RI,2809,S,Y,75000,0.0,0,0,0
M,939,AGUADILLA,PR,605,M,Y,50000,0.0,0,0,0
F,302,LEWES,DE,19958,M,Y,15000,2.8818183,0,220,110
F,401,WARWICK,RI,2889,S,N,35000,0.0,0,0,0
M,939,SAN-JUAN,PR,908,M,N,20000,0.0,0,0,0
F,808,LAWAI,HI,96765,S,N,70000,8.25,1040,0,0
M,808,KEALIA,HI,96751,M,Y,5000,1.9407895,0,2080,1040
M,787,SAN-JUAN,PR,933,S,N,20000,0.0,0,0,0
F,401,MAPLEVILLE,RI,2839,M,Y,35000,0.0,0,0,0
M,307,YELLOWSTONE-NATIONAL-PARK,WY,82190,S,N,55000,0.0,0,0,0
F,939,CAROLINA,PR,979,M,N,95000,0.0,0,0,0
M,302,WILMINGTON,DE,19804,S,N,15000,2.8818183,110,0,0
F,939,ROSARIO,PR,636,S,Y,100000,0.0,0,0,0
M,302,DAGSBORO,DE,19939,M,N,40000,4.586364,0,220,0
F,808,HONOLULU,HI,96813,M,Y,25000,5.546053,0,2080,1040
M,302,WOODSIDE,DE,19980,M,N,15000,2.8818183,0,220,0
F,307,TEN-SLEEP,WY,82442,M,Y,20000,0.0,0,0,0
M,787,TOA-BAJA,PR,949,M,N,10000,0.0,0,0,0
F,603,PORTSMOUTH,NH,3801,M,Y,50000,0.0,0,0,0
M,307,ROCK-SPRINGS,WY,82901,M,Y,85000,0.0,0,0,0
M,808,HONOLULU,HI,96837,S,Y,5000,1.9407895,1040,0,1040
F,302,YORKLYN,DE,19736,M,Y,15000,2.8818183,0,220,110
F,907,KWIGILLINGOK,AK,99622,S,Y,85000,0.0,0,0,0
F,302,WILMINGTON,DE,19886,S,Y,95000,5.95,110,0,110
F,302,HOUSTON,DE,19954,M,Y,5000,2.2,0,220,110
F,907,KWIGILLINGOK,AK,99622,S,N,85000,0.0,0,0,0
M,939,COROZAL,PR,783,S,Y,75000,0.0,0,0,0
F,401,WARWICK,RI,2888,M,N,80000,0.0,0,0,0
F,808,HAWI,HI,96719,M,N,85000,8.25,0,2080,0
F,401,WEST-KINGSTON,RI,2892,S,Y,70000,0.0,0,0,0
M,808,HONOLULU,HI,96850,S,N,65000,8.25,1040,0,0
F,307,WHEATLAND,WY,82201,M,N,35000,0.0,0,0,0
F,302,NEWARK,DE,19718,S,Y,95000,5.95,110,0,110
M,302,WILMINGTON,DE,19897,S,N,60000,5.95,110,0,0
M,302,DOVER,DE,19905,M,N,15000,2.8818183,0,220,0
F,775,LAS-VEGAS,NV,89110,M,N,90000,0.0,0,0,0
M,401,RUMFORD,RI,2916,M,Y,85000,0.0,0,0,0
F,302,GREENWOOD,DE,19950,M,N,75000,5.95,0,220,0
F,401,ALBION,RI,2802,M,Y,80000,0.0,0,0,0
M,808,LAHAINA,HI,96767,M,N,55000,8.25,0,2080,0
F,808,WAIMANALO,HI,96795,S,Y,35000,7.348684299999999,1040,0,1040
F,302,NEWARK,DE,19715,M,N,30000,3.9045453,0,220,0
M,787,CAYEY,PR,736,M,N,75000,0.0,0,0,0
F,808,SCHOFIELD-BARRACKS,HI,96857,M,Y,25000,5.546053,0,2080,1040
F,939,SAN-GERMAN,PR,683,M,Y,45000,0.0,0,0,0
F,307,BEULAH,WY,82712,S,Y,70000,0.0,0,0,0
F,787,LARES,PR,669,M,Y,15000,0.0,0,0,0
M,401,GREENVILLE,RI,2828,S,N,5000,0.0,0,0,0
F,302,VIOLA,DE,19979,M,N,50000,5.268182,0,220,0
F,808,PRINCEVILLE,HI,96722,M,N,10000,2.8421054,0,2080,0
F,808,HONOLULU,HI,96814,M,N,85000,8.25,0,2080,0
M,401,BARRINGTON,RI,2806,M,Y,100000,0.0,0,0,0
F,401,OAKLAND,RI,2858,S,N,45000,0.0,0,0,0
F,907,BETTLES-FIELD,AK,99726,S,N,40000,0.0,0,0,0
M,401,MAPLEVILLE,RI,2839,S,Y,75000,0.0,0,0,0
M,302,MILFORD,DE,19963,S,Y,45000,4.9272730000000005,110,0,110
F,302,NEWARK,DE,19711,M,Y,15000,2.8818183,0,220,110
F,302,FRANKFORD,DE,19945,S,N,100000,5.95,110,0,0
F,401,MANVILLE,RI,2838,M,Y,5000,0.0,0,0,0
M,802,BROOKFIELD,VT,5036,S,Y,70000,4.397808,3300,0,3300
M,401,FORESTDALE,RI,2824,S,Y,50000,0.0,0,0,0
M,401,PAWTUCKET,RI,2860,S,Y,100000,0.0,0,0,0
M,401,OAKLAND,RI,2858,M,Y,85000,0.0,0,0,0
F,939,CAGUAS,PR,726,S,N,25000,0.0,0,0,0
F,401,ROCKVILLE,RI,2873,S,N,75000,0.0,0,0,0
M,302,MILTON,DE,19968,M,Y,55000,5.609091,0,220,110
F,302,OCEAN-VIEW,DE,19970,M,N,70000,5.95,0,220,0
M,939,BAYAMON,PR,956,M,N,65000,0.0,0,0,0
F,401,EAST-PROVIDENCE,RI,2914,S,Y,85000,0.0,0,0,0
M,401,GREENVILLE,RI,2828,M,N,5000,0.0,0,0,0
F,307,TETON-VILLAGE,WY,83025,M,Y,25000,0.0,0,0,0
M,808,PAPAALOA,HI,96780,M,Y,5000,1.9407895,0,2080,1040
F,307,HUDSON,WY,82515,S,Y,70000,0.0,0,0,0
M,401,PROVIDENCE,RI,2940,S,Y,45000,0.0,0,0,0
F,302,SMYRNA,DE,19977,M,Y,70000,5.95,0,220,110
M,939,PONCE,PR,733,M,N,20000,0.0,0,0,0
F,808,HONOMU,HI,96728,S,Y,55000,8.25,1040,0,1040
M,307,GRANITE-CANON,WY,82059,M,N,10000,0.0,0,0,0
M,302,NEWARK,DE,19713,M,N,80000,5.95,0,220,0
F,208,NAMPA,ID,83687,M,Y,75000,7.8,0,6600,3300
F,808,OOKALA,HI,96774,M,Y,45000,8.25,0,2080,1040
F,401,HARMONY,RI,2829,M,N,40000,0.0,0,0,0
F,401,LITTLE-COMPTON,RI,2837,S,N,70000,0.0,0,0,0
F,208,ATLANTA,ID,83601,M,Y,30000,7.8,0,6600,3300
M,808,KAILUA-KONA,HI,96745,S,Y,90000,8.25,1040,0,1040
M,401,HOPE,RI,2831,M,N,60000,0.0,0,0,0
M,302,HARTLY,DE,19953,M,Y,75000,5.95,0,220,110
M,302,GEORGETOWN,DE,19947,S,N,90000,5.95,110,0,0
F,307,WHEATLAND,WY,82201,S,N,25000,0.0,0,0,0
F,307,TETON-VILLAGE,WY,83025,M,N,80000,0.0,0,0,0
F,787,VEGA-ALTA,PR,692,S,Y,40000,0.0,0,0,0
F,939,MARICAO,PR,606,M,Y,5000,0.0,0,0,0
F,302,NEW-CASTLE,DE,19720,M,Y,15000,2.8818183,0,220,110
F,307,RECLUSE,WY,82725,M,N,85000,0.0,0,0,0
F,401,SLATERSVILLE,RI,2876,M,N,85000,0.0,0,0,0
M,401,NORTH-PROVIDENCE,RI,2911,M,Y,90000,0.0,0,0,0
M,401,WARWICK,RI,2889,S,N,80000,0.0,0,0,0
F,787,AGUADILLA,PR,604,M,Y,10000,0.0,0,0,0
M,307,WESTON,WY,82731,M,Y,85000,0.0,0,0,0
M,787,VEGA-ALTA,PR,692,S,N,20000,0.0,0,0,0
M,603,MANCHESTER,NH,3107,S,Y,80000,0.0,0,0,0
F,939,ANASCO,PR,610,S,Y,45000,0.0,0,0,0
M,939,ROSARIO,PR,636,M,N,80000,0.0,0,0,0
F,401,CRANSTON,RI,2921,S,N,10000,0.0,0,0,0
M,401,LITTLE-COMPTON,RI,2837,M,N,10000,0.0,0,0,0
M,401,FOSTER,RI,2825,M,Y,85000,0.0,0,0,0
F,603,DURHAM,NH,3824,S,N,35000,0.0,0,0,0
F,787,VEGA-BAJA,PR,693,S,Y,70000,0.0,0,0,0
M,302,DOVER-AFB,DE,19902,S,N,30000,3.9045453,110,0,0
M,302,DELAWARE-CITY,DE,19706,S,Y,55000,5.609091,110,0,110
F,302,MARYDEL,DE,19964,S,Y,45000,4.9272730000000005,110,0,110
M,307,BAIROIL,WY,82322,S,N,10000,0.0,0,0,0
M,808,HONOMU,HI,96728,M,N,70000,8.25,0,2080,0
M,307,CROWHEART,WY,82512,M,N,80000,0.0,0,0,0
M,603,MILTON,NH,3851,S,N,25000,0.0,0,0,0
F,202,WASHINGTON,DC,20580,S,N,15000,5.625,1370,0,0
M,787,CAYEY,PR,736,S,Y,85000,0.0,0,0,0
M,302,WILMINGTON,DE,19802,M,N,20000,3.2227273,0,220,0
F,302,MONTCHANIN,DE,19710,M,Y,90000,5.95,0,220,110
F,939,VEGA-ALTA,PR,692,S,Y,70000,0.0,0,0,0
F,302,FREDERICA,DE,19946,S,N,100000,5.95,110,0,0
F,401,MAPLEVILLE,RI,2839,S,N,45000,0.0,0,0,0
M,401,NORTH-SCITUATE,RI,2857,M,Y,85000,0.0,0,0,0
M,787,PONCE,PR,716,S,N,75000,0.0,0,0,0
M,401,PASCOAG,RI,2859,M,N,75000,0.0,0,0,0
F,939,HATILLO,PR,659,M,N,10000,0.0,0,0,0
F,787,SAN-JUAN,PR,908,M,Y,20000,0.0,0,0,0
M,302,SELBYVILLE,DE,19975,M,N,95000,5.95,0,220,0
M,787,PATILLAS,PR,723,M,N,90000,0.0,0,0,0
F,787,CAROLINA,PR,987,S,N,15000,0.0,0,0,0
F,939,OROCOVIS,PR,720,M,Y,20000,0.0,0,0,0
M,401,GLENDALE,RI,2826,S,Y,30000,0.0,0,0,0
F,401,FORESTDALE,RI,2824,S,Y,35000,0.0,0,0,0
F,808,PAPAALOA,HI,96780,S,Y,5000,1.9407895,1040,0,1040
M,787,AGUADILLA,PR,605,S,Y,85000,0.0,0,0,0
F,302,NEW-CASTLE,DE,19721,S,Y,55000,5.609091,110,0,110
M,401,WEST-KINGSTON,RI,2892,S,N,55000,0.0,0,0,0
M,401,WARWICK,RI,2889,S,N,80000,0.0,0,0,0
M,302,DOVER-AFB,DE,19902,S,N,90000,5.95,110,0,0
F,787,TOA-ALTA,PR,953,M,Y,75000,0.0,0,0,0
M,401,PRUDENCE-ISLAND,RI,2872,S,N,80000,0.0,0,0,0
F,401,ROCKVILLE,RI,2873,S,Y,45000,0.0,0,0,0
F,802,PUTNEY,VT,5346,M,Y,55000,4.099376,0,6600,3300
M,401,PROVIDENCE,RI,2903,M,N,85000,0.0,0,0,0
F,307,ALBIN,WY,82050,S,Y,35000,0.0,0,0,0
F,401,JAMESTOWN,RI,2835,S,Y,100000,0.0,0,0,0
F,939,PONCE,PR,734,S,N,75000,0.0,0,0,0
M,307,POINT-OF-ROCKS,WY,82942,S,Y,25000,0.0,0,0,0
M,939,CIDRA,PR,739,M,Y,45000,0.0,0,0,0
M,401,PROVIDENCE,RI,2912,S,N,30000,0.0,0,0,0
M,401,ALBION,RI,2802,M,Y,20000,0.0,0,0,0
M,307,ALBIN,WY,82050,S,N,35000,0.0,0,0,0
F,808,KAILUA-KONA,HI,96745,M,N,90000,8.25,0,2080,0
M,939,CAMUY,PR,627,M,Y,90000,0.0,0,0,0
M,401,WYOMING,RI,2898,M,N,75000,0.0,0,0,0
M,787,YAUCO,PR,698,S,N,40000,0.0,0,0,0
F,202,WASHINGTON,DC,20063,M,Y,35000,9.0,0,2740,1370
F,939,SAN-GERMAN,PR,683,S,Y,45000,0.0,0,0,0
F,401,GREENE,RI,2827,S,Y,5000,0.0,0,0,0
M,401,WEST-WARWICK,RI,2893,S,Y,45000,0.0,0,0,0
F,401,TIVERTON,RI,2878,M,N,90000,0.0,0,0,0
M,907,CIRCLE,AK,99733,M,N,75000,0.0,0,0,0
M,302,NEW-CASTLE,DE,19720,M,N,100000,5.95,0,220,0
M,808,PUUNENE,HI,96784,M,Y,30000,6.447368,0,2080,1040
F,907,LOWER-KALSKAG,AK,99626,M,N,20000,0.0,0,0,0
M,302,LINCOLN,DE,19960,S,Y,40000,4.586364,110,0,110
M,401,PAWTUCKET,RI,2861,S,Y,25000,0.0,0,0,0
F,401,WYOMING,RI,2898,M,Y,60000,0.0,0,0,0
F,302,NEWARK,DE,19716,S,Y,55000,5.609091,110,0,110
F,808,LAIE,HI,96762,S,N,20000,4.644737,1040,0,0
F,907,LOWER-KALSKAG,AK,99626,S,N,100000,0.0,0,0,0
F,302,DOVER,DE,19903,S,Y,65000,5.95,110,0,110
M,302,ROCKLAND,DE,19732,S,Y,75000,5.95,110,0,110
F,302,DELMAR,DE,19940,S,N,35000,4.2454550000000015,110,0,0
F,808,HONOLULU,HI,96804,M,Y,70000,8.25,0,2080,1040
M,401,GREENE,RI,2827,M,N,20000,0.0,0,0,0
F,401,CHARLESTOWN,RI,2813,S,Y,90000,0.0,0,0,0
M,302,NEWARK,DE,19716,S,N,10000,2.540909,110,0,0
F,808,HONOKAA,HI,96727,M,N,55000,8.25,0,2080,0
F,808,TRIPLER-ARMY-MEDICAL-CENTER,HI,96859,S,Y,70000,8.25,1040,0,1040
F,401,ASHAWAY,RI,2804,S,N,80000,0.0,0,0,0
F,401,PROVIDENCE,RI,2907,S,Y,90000,0.0,0,0,0
M,808,HONOLULU,HI,96814,M,Y,25000,5.546053,0,2080,1040
M,808,HONOLULU,HI,96804,M,Y,45000,8.25,0,2080,1040
F,401,FISKEVILLE,RI,2823,M,Y,55000,0.0,0,0,0
M,401,WESTERLY,RI,2891,S,Y,25000,0.0,0,0,0
F,808,KAUNAKAKAI,HI,96748,S,N,85000,8.25,1040,0,0
F,939,SAN-JUAN,PR,915,S,Y,55000,0.0,0,0,0
F,302,NEWARK,DE,19726,M,Y,80000,5.95,0,220,110
F,603,HAMPTON,NH,3843,S,N,45000,0.0,0,0,0
F,808,LANAI-CITY,HI,96763,M,Y,40000,8.25,0,2080,1040
F,302,DELMAR,DE,19940,M,N,15000,2.8818183,0,220,0
F,302,DAGSBORO,DE,19939,M,N,80000,5.95,0,220,0
M,939,SAN-ANTONIO,PR,690,M,N,5000,0.0,0,0,0
F,202,WASHINGTON,DC,20408,S,Y,20000,6.75,1370,0,1370
M,401,JOHNSTON,RI,2919,M,N,75000,0.0,0,0,0
F,302,GREENWOOD,DE,19950,S,Y,95000,5.95,110,0,110
F,401,WOONSOCKET,RI,2895,M,N,95000,0.0,0,0,0
M,401,PRUDENCE-ISLAND,RI,2872,M,N,90000,0.0,0,0,0
M,939,PONCE,PR,716,M,Y,30000,0.0,0,0,0
F,808,HONOLULU,HI,96801,S,Y,75000,8.25,1040,0,1040
F,307,CHEYENNE,WY,82008,M,N,35000,0.0,0,0,0
M,302,PORT-PENN,DE,19731,M,Y,70000,5.95,0,220,110
F,401,GREENVILLE,RI,2828,M,N,5000,0.0,0,0,0
M,802,RANDOLPH,VT,5060,S,N,100000,4.994672,3300,0,0
F,302,FRANKFORD,DE,19945,S,N,60000,5.95,110,0,0
M,401,GREENE,RI,2827,S,N,45000,0.0,0,0,0
F,302,SELBYVILLE,DE,19975,S,N,90000,5.95,110,0,0
F,808,KULA,HI,96790,S,N,15000,3.743421,1040,0,0
M,302,NASSAU,DE,19969,M,Y,25000,3.5636363,0,220,110
F,401,JAMESTOWN,RI,2835,S,N,25000,0.0,0,0,0
M,401,BRADFORD,RI,2808,S,N,60000,0.0,0,0,0
F,401,TIVERTON,RI,2878,S,N,50000,0.0,0,0,0
M,808,PUUNENE,HI,96784,S,N,25000,5.546053,1040,0,0
F,401,WARWICK,RI,2888,S,Y,60000,0.0,0,0,0
M,302,DOVER,DE,19906,M,Y,10000,2.540909,0,220,110
F,302,FENWICK-ISLAND,DE,19944,M,Y,45000,4.9272730000000005,0,220,110
F,302,TOWNSEND,DE,19734,M,Y,95000,5.95,0,220,110
M,302,NEW-CASTLE,DE,19720,S,N,5000,2.2,110,0,0
F,401,PROVIDENCE,RI,2904,M,Y,15000,0.0,0,0,0
F,302,WILMINGTON,DE,19896,S,N,90000,5.95,110,0,0
M,307,GRANITE-CANON,WY,82059,S,N,100000,0.0,0,0,0
F,202,WASHINGTON,DC,20580,M,Y,50000,9.0,0,2740,1370
M,787,DORADO,PR,646,M,Y,80000,0.0,0,0,0
M,406,BLOOMFIELD,MT,59315,M,N,35000,6.9,0,3800,0
F,401,CENTRAL-FALLS,RI,2863,M,Y,90000,0.0,0,0,0
F,801,CLARKSTON,UT,84305,S,N,30000,7.0,2475,0,0
F,939,SAN-JUAN,PR,955,M,N,35000,0.0,0,0,0
F,302,LINCOLN,DE,19960,S,Y,10000,2.540909,110,0,110
F,401,NORTH-SCITUATE,RI,2857,M,Y,45000,0.0,0,0,0
F,939,DORADO,PR,646,M,N,100000,0.0,0,0,0
F,401,NEWPORT,RI,2840,M,Y,40000,0.0,0,0,0
M,302,LITTLE-CREEK,DE,19961,M,Y,50000,5.268182,0,220,110
M,302,REHOBOTH-BEACH,DE,19971,M,Y,55000,5.609091,0,220,110
F,401,JOHNSTON,RI,2919,M,Y,20000,0.0,0,0,0
F,939,PONCE,PR,731,M,Y,40000,0.0,0,0,0
F,202,WASHINGTON,DC,20575,M,Y,90000,9.0,0,2740,1370
F,302,WILMINGTON,DE,19885,S,Y,95000,5.95,110,0,110
M,401,SAUNDERSTOWN,RI,2874,S,N,85000,0.0,0,0,0
M,302,DOVER,DE,19904,M,N,100000,5.95,0,220,0
F,808,HANAMAULU,HI,96715,S,Y,75000,8.25,1040,0,1040
F,939,MOROVIS,PR,687,S,Y,85000,0.0,0,0,0
F,302,WILMINGTON,DE,19889,M,N,30000,3.9045453,0,220,0
F,401,HOPE-VALLEY,RI,2832,S,N,10000,0.0,0,0,0
M,307,LANCE-CREEK,WY,82222,S,Y,60000,0.0,0,0,0
M,202,WASHINGTON-NAVY-YARD,DC,20374,M,Y,5000,4.5,0,2740,1370
F,302,REHOBOTH-BEACH,DE,19971,M,N,5000,2.2,0,220,0
F,808,KUNIA,HI,96759,M,Y,15000,3.743421,0,2080,1040
M,808,WAIANAE,HI,96792,S,Y,60000,8.25,1040,0,1040
F,302,MILLVILLE,DE,19967,M,N,30000,3.9045453,0,220,0
M,202,WASHINGTON,DC,20580,S,Y,60000,9.0,1370,0,1370
M,808,PAPAIKOU,HI,96781,M,N,85000,8.25,0,2080,0
F,401,COVENTRY,RI,2816,M,N,5000,0.0,0,0,0
F,302,SAINT-GEORGES,DE,19733,S,N,55000,5.609091,110,0,0
M,302,GEORGETOWN,DE,19947,M,N,55000,5.609091,0,220,0
M,401,LITTLE-COMPTON,RI,2837,S,Y,40000,0.0,0,0,0
F,302,LINCOLN,DE,19960,M,N,55000,5.609091,0,220,0
F,302,CLAYTON,DE,19938,S,Y,30000,3.9045453,110,0,110
M,401,BRISTOL,RI,2809,M,Y,95000,0.0,0,0,0
F,302,YORKLYN,DE,19736,S,Y,10000,2.540909,110,0,110
M,302,OCEAN-VIEW,DE,19970,M,Y,80000,5.95,0,220,110
M,307,BEULAH,WY,82712,S,Y,80000,0.0,0,0,0
M,769,MARKS,MS,38646,S,Y,20000,5.0,6000,0,1500
F,401,KINGSTON,RI,2881,M,Y,50000,0.0,0,0,0
M,401,FORESTDALE,RI,2824,M,N,5000,0.0,0,0,0
M,302,WILMINGTON,DE,19884,S,N,35000,4.2454550000000015,110,0,0
M,787,SAN-JUAN,PR,933,S,Y,40000,0.0,0,0,0
M,401,FISKEVILLE,RI,2823,M,N,55000,0.0,0,0,0
F,401,ROCKVILLE,RI,2873,M,N,100000,0.0,0,0,0
M,939,BAYAMON,PR,956,S,Y,80000,0.0,0,0,0
F,808,KAILUA-KONA,HI,96745,M,N,90000,8.25,0,2080,0
M,302,REHOBOTH-BEACH,DE,19971,S,Y,5000,2.2,110,0,110
F,787,LAJAS,PR,667,M,Y,35000,0.0,0,0,0
M,787,CAGUAS,PR,726,S,N,15000,0.0,0,0,0
F,302,WILMINGTON,DE,19810,M,N,100000,5.95,0,220,0
F,401,SMITHFIELD,RI,2917,S,N,60000,0.0,0,0,0
F,808,KAPAA,HI,96746,M,Y,80000,8.25,0,2080,1040
M,808,HONOLULU,HI,96807,M,Y,50000,8.25,0,2080,1040
F,939,TRUJILLO-ALTO,PR,976,S,Y,60000,0.0,0,0,0
F,939,GUAYAMA,PR,784,M,N,65000,0.0,0,0,0
F,401,OAKLAND,RI,2858,M,Y,90000,0.0,0,0,0
F,401,TIVERTON,RI,2878,M,N,60000,0.0,0,0,0
M,302,SELBYVILLE,DE,19975,S,Y,40000,4.586364,110,0,110
F,435,CORNISH,UT,84308,M,N,5000,7.0,0,4950,0
F,808,SCHOFIELD-BARRACKS,HI,96857,S,N,60000,8.25,1040,0,0
M,302,WILMINGTON,DE,19891,S,N,70000,5.95,110,0,0
F,808,KEALIA,HI,96751,M,N,70000,8.25,0,2080,0
M,787,ROSARIO,PR,636,S,Y,40000,0.0,0,0,0
F,808,HONOLULU,HI,96812,M,Y,50000,8.25,0,2080,1040
F,808,HANAMAULU,HI,96715,S,Y,35000,7.348684299999999,1040,0,1040
F,302,WILMINGTON,DE,19807,S,N,15000,2.8818183,110,0,0
M,808,KAILUA-KONA,HI,96745,S,Y,100000,8.25,1040,0,1040
M,401,TIVERTON,RI,2878,M,N,75000,0.0,0,0,0
M,939,CEIBA,PR,735,M,Y,50000,0.0,0,0,0
M,808,KULA,HI,96790,M,N,45000,8.25,0,2080,0
M,302,LITTLE-CREEK,DE,19961,M,Y,40000,4.586364,0,220,110
F,775,LAS-VEGAS,NV,89144,S,N,100000,0.0,0,0,0
F,401,LINCOLN,RI,2865,M,N,75000,0.0,0,0,0
M,401,PAWTUCKET,RI,2862,S,N,5000,0.0,0,0,0
M,302,NASSAU,DE,19969,M,Y,25000,3.5636363,0,220,110
M,302,HARTLY,DE,19953,S,Y,75000,5.95,110,0,110
M,808,MAUNALOA,HI,96770,M,N,30000,6.447368,0,2080,0
F,302,HOUSTON,DE,19954,M,Y,5000,2.2,0,220,110
F,787,SAN-JUAN,PR,933,S,N,70000,0.0,0,0,0
F,401,PROVIDENCE,RI,2918,M,N,20000,0.0,0,0,0
F,939,HUMACAO,PR,791,M,N,10000,0.0,0,0,0
M,808,KAILUA-KONA,HI,96745,S,N,35000,7.348684299999999,1040,0,0
M,401,BARRINGTON,RI,2806,S,N,60000,0.0,0,0,0
M,787,TOA-BAJA,PR,949,M,Y,70000,0.0,0,0,0
M,401,PROVIDENCE,RI,2908,S,Y,80000,0.0,0,0,0
M,808,LIHUE,HI,96766,S,Y,50000,8.25,1040,0,1040
M,775,SEARCHLIGHT,NV,89046,S,N,80000,0.0,0,0,0
F,787,YAUCO,PR,698,M,Y,20000,0.0,0,0,0
M,302,DAGSBORO,DE,19939,M,Y,75000,5.95,0,220,110
M,808,HONOKAA,HI,96727,S,Y,100000,8.25,1040,0,1040
M,808,KILAUEA,HI,96754,S,N,60000,8.25,1040,0,0
F,401,FOSTER,RI,2825,S,Y,60000,0.0,0,0,0
M,401,BARRINGTON,RI,2806,M,N,40000,0.0,0,0,0
M,302,SELBYVILLE,DE,19975,S,Y,10000,2.540909,110,0,110
